crop,district,state,observations,mean_residual,median_residual,mae,rmse,p90_error,is_high_error_district
Groundnut,Datia,Madhya Pradesh,4,235.98,348.37,344.01,359.64,453.32,False
Groundnut,Dehradun,Uttarakhand,4,-107.08,-84.61,107.08,149.62,224.8,False
Groundnut,Deoria,Uttar Pradesh,4,321.46,205.41,321.46,393.67,561.73,False
Groundnut,Dewas,Madhya Pradesh,4,747.92,872.98,846.78,975.39,1356.81,True
Groundnut,Dhanbad,Jharkhand,4,-271.63,0.0,271.63,543.26,760.56,False
Groundnut,Dhar,Madhya Pradesh,4,-443.87,-638.01,691.68,746.42,977.62,True
Groundnut,Dharwad,Karnataka,4,62.99,76.58,197.43,216.37,279.26,False
Groundnut,Dhenkanal,Orissa,4,26.95,24.2,27.58,34.88,50.53,False
Groundnut,Dhule,Maharashtra,4,116.36,162.21,227.86,242.41,321.71,False
Groundnut,Dibrugarh,Assam,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Dungarpur,Rajasthan,4,2.35,-44.53,193.48,230.23,328.79,False
Groundnut,Durg,Chhattisgarh,4,-115.48,-40.48,115.49,193.16,284.91,False
Groundnut,East Godavari,Andhra Pradesh,4,-495.29,-457.76,495.29,528.02,698.16,True
Groundnut,Eranakulam,Kerala,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Etah,Uttar Pradesh,4,48.27,32.66,124.01,150.39,217.87,False
Groundnut,Etawah,Uttar Pradesh,4,70.47,31.73,148.28,191.83,283.32,False
Groundnut,Faizabad,Uttar Pradesh,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Farrukhabad,Uttar Pradesh,4,51.58,36.12,124.79,152.17,220.05,False
Groundnut,Fatehpur,Uttar Pradesh,4,72.92,61.11,134.5,167.6,239.1,False
Groundnut,Ferozpur,Punjab,4,-416.67,0.0,583.33,1013.79,1500.0,True
Groundnut,Ganganagar,Rajasthan,4,314.21,354.89,314.21,370.65,498.96,False
Groundnut,Ganjam,Orissa,4,-117.63,-135.84,160.82,181.26,256.43,False
Groundnut,Garhwal,Uttarakhand,4,-250.0,0.0,250.0,500.0,700.0,False
Groundnut,Gaya,Bihar,4,1.96,-0.15,10.11,13.06,19.48,False
Groundnut,Ghazipur,Uttar Pradesh,4,-200.77,-225.85,200.77,221.68,281.46,False
Groundnut,Goalpara,Assam,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Gonda,Uttar Pradesh,4,105.21,12.5,157.29,255.67,381.25,False
Groundnut,Gorakhpur,Uttar Pradesh,4,181.38,159.31,181.38,205.38,289.11,False
Groundnut,Gulbarga / Kalaburagi,Karnataka,4,-34.41,-33.6,273.67,283.88,354.9,False
Groundnut,Guna,Madhya Pradesh,4,712.26,669.29,712.26,872.55,1250.73,True
Groundnut,Guntur,Andhra Pradesh,4,-578.1,-439.53,578.1,748.55,1121.0,True
Groundnut,Gurdaspur,Punjab,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Gurgaon,Haryana,4,237.5,225.0,237.5,245.66,308.33,False
Groundnut,Gwalior,Madhya Pradesh,4,417.29,500.59,750.4,897.92,1234.1,True
Groundnut,Hamirpur,Uttar Pradesh,4,-3.23,87.54,190.37,231.2,322.64,False
Groundnut,Hardoi,Uttar Pradesh,4,-22.0,23.07,124.82,151.01,220.28,False
Groundnut,Hassan,Karnataka,4,16.38,19.35,33.23,38.13,52.47,False
Groundnut,Hazaribagh,Jharkhand,4,-261.12,0.0,261.12,522.25,731.14,False
Groundnut,Hissar,Haryana,4,-119.93,105.43,316.05,452.0,664.79,False
Groundnut,Hooghly,West Bengal,4,-136.47,-69.53,136.47,200.75,298.42,False
Groundnut,Hoshangabad,Madhya Pradesh,4,331.25,787.5,1039.58,1075.14,1341.67,True
Groundnut,Hoshiarpur,Punjab,4,-69.26,-69.61,69.26,70.05,80.2,False
Groundnut,Howrah,West Bengal,4,317.03,284.79,317.03,342.55,456.68,False
Groundnut,Hyderabad,Telangana,4,-53.68,-35.4,376.09,428.74,602.75,False
Groundnut,Indore,Madhya Pradesh,4,767.31,726.92,767.31,793.66,996.15,True
Groundnut,Jabalpur,Madhya Pradesh,4,894.45,1054.61,941.35,1084.17,1445.2,True
Groundnut,Jaipur,Rajasthan,4,96.91,42.39,105.61,164.76,246.67,False
Groundnut,Jaisalmer,Rajasthan,4,-273.54,-207.99,273.54,383.31,579.98,False
Groundnut,Jalandhar,Punjab,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Jalaun,Uttar Pradesh,4,139.77,-97.98,318.56,470.62,690.15,False
Groundnut,Jalgaon,Maharashtra,4,131.92,132.09,261.32,309.81,443.26,False
Groundnut,Jalore,Rajasthan,4,29.18,96.21,345.57,376.58,491.29,False
Groundnut,Jalpaiguri,West Bengal,4,-20.19,-58.97,145.42,173.71,239.31,False
Groundnut,Jamnagar,Gujarat,4,-84.31,182.46,857.45,977.27,1374.12,True
Groundnut,Jaunpur,Uttar Pradesh,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Jhabua,Madhya Pradesh,4,-191.91,-295.79,359.96,371.53,459.36,False
Groundnut,Jhalawar,Rajasthan,4,-329.31,-334.37,329.31,348.84,447.59,False
Groundnut,Jhansi,Uttar Pradesh,4,104.8,20.21,137.36,215.09,314.48,False
Groundnut,Jhunjhunu,Rajasthan,4,-49.55,-87.88,101.24,102.43,119.09,False
Groundnut,Jind,Haryana,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Jodhpur,Rajasthan,4,-148.62,-121.94,254.27,318.59,460.96,False
Groundnut,Junagadh,Gujarat,4,-3.07,-142.37,538.76,676.09,989.65,True
Groundnut,Kadapa Ysr,Andhra Pradesh,4,-220.05,-206.78,378.73,442.75,629.37,False
Groundnut,Kalahandi,Orissa,4,61.5,67.81,62.5,74.09,101.43,False
Groundnut,Kamrup,Assam,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Kangra,Himachal Pradesh,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Kannur,Kerala,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Kanpur,Uttar Pradesh,4,59.76,23.08,132.78,174.65,260.55,False
Groundnut,Kanyakumari,Tamil Nadu,3,-562.96,-755.56,1274.08,1379.45,1813.33,True
Groundnut,Kapurthala,Punjab,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Karbi Anglong,Assam,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Karimnagar,Telangana,4,-184.27,-207.17,344.92,392.88,532.06,False
Groundnut,Karnal,Haryana,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Keonjhar,Orissa,4,-355.21,-362.58,355.21,411.44,565.45,False
Groundnut,Khammam,Telangana,4,-281.15,-180.07,388.01,516.73,748.84,False
Groundnut,Khandwa / East Nimar,Madhya Pradesh,4,94.33,134.98,206.61,235.96,306.82,False
Groundnut,Khargone / West Nimar,Madhya Pradesh,4,37.29,181.65,304.87,337.7,470.92,False
Groundnut,Kheda,Gujarat,4,94.32,193.51,296.04,313.42,400.51,False
Groundnut,Kheri,Uttar Pradesh,4,-69.38,-65.47,73.16,90.12,129.6,False
Groundnut,Kinnaur,Himachal Pradesh,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Kodagu / Coorg,Karnataka,4,-318.45,-309.53,318.45,387.45,555.95,False
Groundnut,Kolar,Karnataka,4,-74.52,48.27,353.75,414.94,595.18,False
Groundnut,Kolhapur,Maharashtra,4,-109.66,-71.17,146.99,196.23,286.68,False
Groundnut,Kollam,Kerala,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Koraput,Orissa,4,50.96,10.36,134.22,162.89,236.22,False
Groundnut,Kota,Rajasthan,4,-131.18,-159.03,131.18,144.58,176.87,False
Groundnut,Kottayam,Kerala,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Kozhikode,Kerala,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Krishna,Andhra Pradesh,4,-826.3,-787.93,826.3,944.02,1314.12,True
Groundnut,Kullu,Himachal Pradesh,4,0.19,-67.05,249.81,315.85,459.55,False
Groundnut,Kurnool,Andhra Pradesh,4,-279.32,-202.86,279.32,339.74,498.21,False
Groundnut,Kutch,Gujarat,4,-157.4,-152.21,157.4,186.03,264.41,False
Groundnut,Lahul & Spiti,Himachal Pradesh,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Lakhimpur,Assam,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Lucknow,Uttar Pradesh,4,-89.76,-109.43,121.51,134.13,186.01,False
Groundnut,Ludhiana,Punjab,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Madurai,Tamil Nadu,4,33.73,111.24,415.78,504.33,705.93,False
Groundnut,Mahabubnagar,Telangana,4,-267.27,-385.56,354.69,372.14,457.3,False
Groundnut,Mahendragarh / Narnaul,Haryana,4,-63.41,-185.47,581.93,710.25,988.65,True
Groundnut,Mainpuri,Uttar Pradesh,4,-359.13,-454.32,614.03,694.26,952.29,True
Groundnut,Malappuram,Kerala,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Malda,West Bengal,4,-217.34,272.15,678.07,936.71,1366.72,True
Groundnut,Mandi,Himachal Pradesh,4,-395.83,-291.67,395.83,578.85,875.0,False
Groundnut,Mandla,Madhya Pradesh,4,950.0,900.0,950.0,982.63,1233.33,True
Groundnut,Mandsaur,Madhya Pradesh,4,-177.8,-137.61,392.0,470.26,664.27,False
Groundnut,Mandya,Karnataka,4,22.48,-131.62,292.26,358.19,523.52,False
Groundnut,Mathura,Uttar Pradesh,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Mayurbhanja,Orissa,4,-158.35,-146.92,158.35,177.88,247.04,False
Groundnut,Medak,Telangana,4,-392.94,-379.17,496.1,614.05,906.44,True
Groundnut,Meerut,Uttar Pradesh,4,-208.33,0.0,291.67,506.9,750.0,False
Groundnut,Mehsana,Gujarat,4,-372.25,-329.37,372.25,425.64,604.48,False
Groundnut,Midnapur,West Bengal,4,-328.76,-184.34,337.69,513.72,782.1,False
Groundnut,Mirzpur,Uttar Pradesh,4,408.98,568.95,785.0,886.59,1174.51,True
Groundnut,Moradabad,Uttar Pradesh,4,-395.83,-166.67,395.83,646.84,975.0,False
Groundnut,Morena,Madhya Pradesh,4,535.45,862.53,965.99,984.96,1181.99,True
Groundnut,Mungair,Bihar,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Murshidabad,West Bengal,4,142.93,161.1,293.2,344.0,471.96,False
Groundnut,Muzaffarnagar,Uttar Pradesh,4,-250.0,0.0,250.0,500.0,700.0,False
Groundnut,Muzaffarpur,Bihar,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Mysore,Karnataka,4,-64.22,-70.5,285.37,359.98,523.41,False
Groundnut,Nadia,West Bengal,4,180.79,162.91,180.79,191.14,247.76,False
Groundnut,Nagaon,Assam,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Nagaur,Rajasthan,4,-122.77,-25.99,214.36,292.01,424.64,False
Groundnut,Nagpur,Maharashtra,4,-162.47,-190.51,347.42,393.12,558.1,False
Groundnut,Nainital,Uttarakhand,4,21.18,1.85,155.32,165.88,222.22,False
Groundnut,Nalgonda,Telangana,4,-137.78,-75.03,294.29,368.24,535.98,False
Groundnut,Nanded,Maharashtra,4,269.03,254.04,269.03,309.79,429.35,False
Groundnut,Narsinghpur,Madhya Pradesh,4,1311.48,1716.14,1675.87,1799.86,2351.74,True
Groundnut,Nasik,Maharashtra,4,-233.38,-163.3,265.51,367.58,557.06,False
Groundnut,Nizamabad,Telangana,4,-192.28,-156.29,384.31,456.24,650.58,False
Groundnut,North Arcot / Vellore,Tamil Nadu,3,-55.76,199.07,432.09,486.02,658.5,True
Groundnut,North Cachar Hil / Dima Hasao,Assam,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Osmanabad,Maharashtra,4,170.92,167.23,283.99,331.77,461.95,False
Groundnut,Palakkad,Kerala,4,-110.3,-91.69,110.3,120.34,163.72,False
Groundnut,Palamau,Jharkhand,4,-191.32,0.0,191.32,382.65,535.71,False
Groundnut,Pali,Rajasthan,4,-11.01,-278.31,454.11,519.81,732.44,True
Groundnut,Panchmahal,Gujarat,4,194.38,202.24,209.03,247.4,345.87,False
Groundnut,Panna,Madhya Pradesh,4,764.68,724.43,764.68,790.94,992.74,True
Groundnut,Parbhani,Maharashtra,4,-83.68,-142.42,236.69,270.05,340.92,False
Groundnut,Patiala,Punjab,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Patna,Bihar,4,246.14,0.0,255.4,501.63,707.72,False
Groundnut,Phulbani ( Kandhamal ),Orissa,4,-57.45,-35.37,122.99,162.9,242.43,False
Groundnut,Pilibhit,Uttar Pradesh,4,68.56,71.88,150.65,176.44,255.51,False
Groundnut,Pithorgarh,Uttarakhand,4,-52.42,-37.46,180.63,191.59,252.34,False
Groundnut,Pratapgarh,Uttar Pradesh,4,-458.33,-416.67,458.33,650.85,950.0,True
Groundnut,Pune,Maharashtra,4,-150.48,-115.74,201.39,256.33,376.16,False
Groundnut,Puri,Orissa,4,11.21,-8.07,44.68,57.35,85.09,False
Groundnut,Purnea,Bihar,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Purulia,West Bengal,4,-80.59,-65.75,100.55,126.06,182.91,False
Groundnut,Rae-Bareily,Uttar Pradesh,4,6.68,164.02,279.91,321.14,456.07,False
Groundnut,Raichur,Karnataka,4,-133.78,-91.4,165.55,220.06,319.53,False
Groundnut,Raigad,Maharashtra,4,268.08,554.21,706.97,728.28,866.94,True
Groundnut,Raigarh,Chhattisgarh,4,-90.89,19.5,170.73,254.59,374.6,False
Groundnut,Raipur,Chhattisgarh,4,52.55,133.16,241.35,266.32,360.76,False
Groundnut,Raisen,Madhya Pradesh,4,991.62,939.43,991.62,1025.68,1287.37,True
Groundnut,Rajgarh,Madhya Pradesh,4,237.88,60.64,385.21,576.13,860.34,False
Groundnut,Rajkot,Gujarat,4,-248.81,-181.21,563.17,717.08,1071.69,True
Groundnut,Ramananthapuram,Tamil Nadu,4,218.42,109.19,297.27,405.8,611.01,False
Groundnut,Rampur,Uttar Pradesh,4,-124.7,-5.95,437.8,545.98,812.26,True
Groundnut,Ranchi,Jharkhand,4,-328.77,0.0,328.77,657.55,920.57,False
Groundnut,Ratlam,Madhya Pradesh,4,775.5,1007.57,978.41,1054.55,1380.74,True
Groundnut,Ratnagiri,Maharashtra,4,26.47,139.62,195.34,212.65,285.73,False
Groundnut,Rewa,Madhya Pradesh,3,261.11,250.0,261.11,266.84,316.67,False
Groundnut,Rohtak,Haryana,4,106.3,-135.53,415.49,558.28,834.7,False
Groundnut,Roopnagar / Ropar,Punjab,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,S.P.S. Nellore,Andhra Pradesh,4,-268.15,-355.62,314.64,342.67,433.41,False
Groundnut,Sabarkantha,Gujarat,4,-512.25,-572.32,771.28,863.01,1205.59,True
Groundnut,Sagar,Madhya Pradesh,4,-44.26,89.96,486.3,640.2,954.04,True
Groundnut,Saharanpur,Uttar Pradesh,4,19.56,34.9,78.68,84.03,98.45,False
Groundnut,Saharsa,Bihar,4,408.33,416.67,508.33,658.49,950.0,True
Groundnut,Sambalpur,Orissa,4,-73.54,-33.94,73.54,114.5,171.49,False
Groundnut,Sangli,Maharashtra,4,-118.34,-161.43,225.06,243.99,322.16,False
Groundnut,Sangrur,Punjab,3,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Santhal Paragana / Dumka,Jharkhand,4,-204.88,0.0,204.88,409.76,573.66,False
Groundnut,Saran,Bihar,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Satara,Maharashtra,4,21.86,58.67,100.27,110.0,147.85,False
Groundnut,Satna,Madhya Pradesh,4,712.5,675.0,712.5,736.97,925.0,True
Groundnut,Sehore,Madhya Pradesh,4,396.7,64.18,396.7,715.83,1021.29,False
Groundnut,Seoni / Shivani,Madhya Pradesh,4,76.0,145.36,291.26,337.32,439.8,False
Groundnut,Shahabad (Now Part Of Bhojpur District),Bihar,4,554.17,733.33,679.17,732.62,940.0,True
Groundnut,Shahdol,Madhya Pradesh,4,122.11,57.85,122.11,172.72,252.98,False
Groundnut,Shahjahanpur,Uttar Pradesh,4,-122.07,-85.05,125.47,176.77,267.79,False
Groundnut,Shajapur,Madhya Pradesh,4,153.73,227.05,241.51,249.17,311.15,False
Groundnut,Shimla,Himachal Pradesh,4,-70.83,-60.71,362.5,373.1,458.09,False
Groundnut,Shimoge,Karnataka,4,-42.57,33.69,164.41,226.51,342.67,False
Groundnut,Shivpuri,Madhya Pradesh,4,208.4,90.79,256.26,384.87,569.32,False
Groundnut,Sibsagar,Assam,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Sidhi,Madhya Pradesh,4,831.25,787.5,831.25,859.8,1079.17,True
Groundnut,Sikar,Rajasthan,4,-214.07,-199.46,214.07,231.98,314.52,False
Groundnut,Singhbhum,Jharkhand,4,-214.96,0.0,214.96,429.93,601.9,False
Groundnut,Sirmaur,Himachal Pradesh,4,-55.79,-89.35,116.9,123.72,154.17,False
Groundnut,Sirohi,Rajasthan,4,496.82,230.07,499.69,794.86,1198.8,True
Groundnut,Sitapur,Uttar Pradesh,4,-99.49,-135.9,120.51,130.75,166.41,False
Groundnut,Solan,Himachal Pradesh,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Solapur,Maharashtra,4,33.24,-29.22,110.94,154.12,230.95,False
Groundnut,South Arcot / Cuddalore,Tamil Nadu,4,-489.4,-489.82,489.4,520.24,677.17,True
Groundnut,Srikakulam,Andhra Pradesh,4,-174.12,-194.0,188.17,229.04,324.17,False
Groundnut,Sultanpur,Uttar Pradesh,4,-38.02,-39.86,248.19,252.67,296.76,False
Groundnut,Sundargarh,Orissa,4,0.57,32.95,53.37,61.73,86.53,False
Groundnut,Surat,Gujarat,4,-23.51,-16.64,68.55,73.45,98.71,False
Groundnut,Surendranagar,Gujarat,4,222.1,109.68,487.23,646.98,966.33,True
Groundnut,Surguja,Chhattisgarh,4,17.35,1.03,176.81,191.24,259.16,False
Groundnut,Swami Madhopur,Rajasthan,4,99.72,117.88,121.46,140.87,197.74,False
Groundnut,Tehri Garhwal,Uttarakhand,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Thane,Maharashtra,4,-106.21,3.47,289.34,363.96,535.18,False
Groundnut,Thanjavur,Tamil Nadu,4,-106.78,-140.76,336.22,378.59,498.49,False
Groundnut,Thirunelveli,Tamil Nadu,3,-110.02,-62.53,457.29,546.77,734.93,True
Groundnut,Thiruvananthapuram,Kerala,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Thrissur,Kerala,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Tikamgarh,Madhya Pradesh,4,62.32,134.34,198.33,222.33,266.2,False
Groundnut,Tiruchirapalli / Trichy,Tamil Nadu,3,-48.98,-169.58,447.83,489.23,593.74,True
Groundnut,Tonk,Rajasthan,4,81.1,25.08,188.7,255.13,384.15,False
Groundnut,Tumkur,Karnataka,4,-161.94,-211.04,223.99,243.78,330.3,False
Groundnut,Udaipur,Rajasthan,4,-142.22,-199.83,348.62,407.97,528.62,False
Groundnut,Ujjain,Madhya Pradesh,4,853.54,1002.81,931.83,1073.51,1471.22,True
Groundnut,Unnao,Uttar Pradesh,4,-34.55,-43.23,152.44,158.56,193.59,False
Groundnut,Uttar Kashi,Uttarakhand,4,0.0,0.0,0.0,0.0,0.0,False
Groundnut,Uttara Kannada,Karnataka,4,-283.1,-385.27,327.3,358.04,446.31,False
Groundnut,Vadodara / Baroda,Gujarat,4,-179.29,-140.2,281.78,346.07,509.43,False
Groundnut,Valsad,Gujarat,4,-291.05,-269.34,373.63,466.13,691.03,False
Groundnut,Varanasi,Uttar Pradesh,4,-327.08,-445.83,493.75,521.9,687.5,True
Groundnut,Vidisha,Madhya Pradesh,4,401.12,242.6,800.32,946.57,1370.26,True
Groundnut,Visakhapatnam,Andhra Pradesh,4,-113.27,-81.96,113.27,139.75,202.11,False
Groundnut,Warangal,Telangana,4,-92.4,-66.85,214.53,237.35,330.54,False
Groundnut,Wardha,Maharashtra,4,-92.76,-221.51,285.99,295.44,364.87,False
Groundnut,West Dinajpur,West Bengal,4,251.63,209.86,251.63,281.89,397.57,False
Groundnut,West Godavari,Andhra Pradesh,4,-530.94,-690.65,530.94,608.8,720.56,True
Groundnut,Yeotmal,Maharashtra,4,289.92,293.26,309.43,379.29,551.46,False
Sorghum,24 Parganas,West Bengal,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Adilabad,Telangana,4,120.31,81.15,120.31,170.49,256.76,False
Sorghum,Agra,Uttar Pradesh,4,-151.62,207.77,594.32,795.92,1185.27,True
Sorghum,Ahmedabad,Gujarat,4,94.25,76.89,406.61,531.04,780.99,True
Sorghum,Ahmednagar,Maharashtra,4,-66.02,-113.19,172.93,183.74,240.22,False
Sorghum,Ajmer,Rajasthan,4,141.78,94.26,141.78,200.84,304.57,False
Sorghum,Akola,Maharashtra,4,469.29,537.14,469.29,525.2,669.94,True
Sorghum,Alappuzha,Kerala,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Aligarh,Uttar Pradesh,4,-220.83,-208.33,512.5,560.82,760.0,True
Sorghum,Allahabad,Uttar Pradesh,4,375.96,388.2,375.96,381.89,441.45,False
Sorghum,Almorah,Uttarakhand,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Alwar,Rajasthan,4,22.98,-10.46,64.38,93.0,140.87,False
Sorghum,Amarawati,Maharashtra,4,99.85,110.68,199.67,227.48,324.27,False
Sorghum,Ambala,Haryana,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Amreli,Gujarat,4,-330.99,0.0,330.99,661.97,926.76,False
Sorghum,Amritsar,Punjab,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Ananthapur,Andhra Pradesh,4,233.64,261.35,234.34,294.76,410.19,False
Sorghum,Aurangabad,Maharashtra,4,-32.88,48.7,265.08,295.08,406.09,False
Sorghum,Azamgarh,Uttar Pradesh,4,393.92,216.66,543.58,741.48,1112.5,True
Sorghum,Bahraich,Uttar Pradesh,4,17.38,53.58,100.25,115.36,154.44,False
Sorghum,Balaghat,Madhya Pradesh,4,1108.65,1370.42,1196.15,1351.85,1756.62,True
Sorghum,Balasore,Orissa,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Ballia,Uttar Pradesh,4,92.71,68.08,203.94,249.98,359.03,False
Sorghum,Banaskantha,Gujarat,4,140.38,150.87,142.19,169.7,233.18,False
Sorghum,Banda,Uttar Pradesh,4,169.33,51.77,333.43,462.64,693.87,False
Sorghum,Bangalore,Karnataka,4,186.7,153.56,472.85,566.37,808.24,True
Sorghum,Bankura,West Bengal,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Banswara,Rajasthan,4,43.9,51.72,89.54,100.55,141.8,False
Sorghum,Barabanki,Uttar Pradesh,4,-37.76,-75.68,181.58,208.23,268.39,False
Sorghum,Bareilly,Uttar Pradesh,4,65.66,26.26,177.27,197.81,275.86,False
Sorghum,Barmer,Rajasthan,4,65.96,208.58,284.45,300.31,391.0,False
Sorghum,Bastar,Chhattisgarh,4,-236.52,-181.93,236.52,299.87,445.78,False
Sorghum,Basti,Uttar Pradesh,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Beed,Maharashtra,4,106.23,58.14,106.23,155.94,229.98,False
Sorghum,Belgaum,Karnataka,4,1.36,-50.96,244.16,285.8,404.65,False
Sorghum,Bellary,Karnataka,4,-240.29,-228.03,330.51,389.79,555.69,False
Sorghum,Betul,Madhya Pradesh,4,-419.63,-315.72,419.63,509.01,735.16,True
Sorghum,Bhagalpur,Bihar,4,-52.08,-50.0,52.08,73.72,105.83,False
Sorghum,Bhandara,Maharashtra,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Bharatpur,Rajasthan,4,22.58,9.59,258.38,261.53,303.55,False
Sorghum,Bharuch,Gujarat,4,-34.26,-53.47,128.71,142.29,180.95,False
Sorghum,Bhatinda,Punjab,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Bhavnagar,Gujarat,4,215.57,-136.46,462.24,693.56,1015.07,True
Sorghum,Bhilwara,Rajasthan,4,202.39,103.09,272.41,385.34,562.41,False
Sorghum,Bhind,Madhya Pradesh,4,-398.22,-512.25,410.8,468.46,571.13,True
Sorghum,Bidar,Karnataka,4,214.96,339.08,395.93,405.21,489.13,False
Sorghum,Bijapur / Vijayapura,Karnataka,4,161.44,190.12,220.18,244.85,342.9,False
Sorghum,Bikaner,Rajasthan,4,42.27,62.64,87.77,92.82,121.67,False
Sorghum,Bilashpur,Himachal Pradesh,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Bilaspur,Chhattisgarh,4,-419.25,-389.08,419.25,480.04,679.92,True
Sorghum,Birbhum,West Bengal,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Bolangir,Orissa,4,-0.04,2.85,16.51,17.41,22.4,False
Sorghum,Budaun,Uttar Pradesh,4,-86.59,-70.01,86.59,101.82,147.74,False
Sorghum,Buland Shahar,Uttar Pradesh,4,111.89,130.96,150.29,165.13,223.11,False
Sorghum,Buldhana,Maharashtra,4,271.84,331.07,379.19,410.78,550.04,False
Sorghum,Bundi,Rajasthan,4,139.74,109.84,139.74,158.88,220.55,False
Sorghum,Burdwan,West Bengal,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Cachar,Assam,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Chamba,Himachal Pradesh,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Chamoli,Uttarakhand,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Champaran,Bihar,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Chandrapur,Maharashtra,4,0.4,250.63,453.15,526.88,755.61,True
Sorghum,Chengalpattu Mgr / Kanchipuram,Tamil Nadu,4,-11.36,99.5,502.53,650.48,954.45,True
Sorghum,Chhatarpur,Madhya Pradesh,4,-517.53,-339.19,517.53,716.24,1085.75,True
Sorghum,Chhindwara,Madhya Pradesh,4,-397.96,-330.31,397.96,443.93,623.94,True
Sorghum,Chickmagalur,Karnataka,4,-56.28,-148.37,183.59,188.65,233.13,False
Sorghum,Chitradurga,Karnataka,4,-17.72,-28.81,97.81,119.82,169.46,False
Sorghum,Chittoor,Andhra Pradesh,4,119.65,291.67,478.41,543.05,686.1,True
Sorghum,Chittorgarh,Rajasthan,4,-44.02,-33.62,139.32,179.57,266.79,False
Sorghum,Churu,Rajasthan,4,-41.67,61.11,430.56,471.96,646.67,True
Sorghum,Coimbatore,Tamil Nadu,4,110.0,170.67,232.92,243.81,314.91,False
Sorghum,Cooch Behar,West Bengal,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Cuttack,Orissa,4,278.65,343.75,299.48,339.02,440.62,False
Sorghum,Dakshina Kannada,Karnataka,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Damoh,Madhya Pradesh,4,-415.61,-270.76,444.3,620.58,915.95,True
Sorghum,Dangs,Gujarat,4,-467.91,19.25,694.93,1091.38,1578.89,True
Sorghum,Darbhanga,Bihar,4,-169.64,89.29,366.07,553.57,814.29,False
Sorghum,Darjeeling,West Bengal,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Darrang,Assam,4,0.0,0.0,0.0,0.0,0.0,False
Sorghum,Datia,Madhya Pradesh,4,-202.09,121.07,412.85,627.39,914.73,True
Sorghum,Dehradun,Uttarakhand,4,0.0,0.0,0.0,0.0,0.0,False
