Unnamed: 0,Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),State_en
1228,2010,Rajasthan,Jhunjhunu,0.0,0.0,0.0,14
1229,2011,Rajasthan,Jhunjhunu,0.0,0.0,0.0,14
1230,2012,Rajasthan,Jhunjhunu,0.0,0.0,0.0,14
1231,2013,Rajasthan,Jhunjhunu,0.0,0.0,0.0,14
1232,2014,Rajasthan,Jhunjhunu,0.0,0.0,0.0,14
1233,2015,Rajasthan,Jhunjhunu,0.0,0.0,0.0,14
1234,2016,Rajasthan,Jhunjhunu,0.0,0.0,0.0,14
1235,2017,Rajasthan,Jhunjhunu,0.0,0.0,0.0,14
1236,2010,Rajasthan,Jodhpur,0.0,0.0,0.0,14
1237,2011,Rajasthan,Jodhpur,0.0,0.0,0.0,14
1238,2012,Rajasthan,Jodhpur,0.0,0.0,0.0,14
1239,2013,Rajasthan,Jodhpur,0.0,0.0,0.0,14
1240,2014,Rajasthan,Jodhpur,0.0,0.0,0.0,14
1241,2015,Rajasthan,Jodhpur,0.0,0.0,0.0,14
1242,2016,Rajasthan,Jodhpur,0.0,0.0,0.0,14
1243,2017,Rajasthan,Jodhpur,0.0,0.0,0.0,14
1244,2010,Rajasthan,Kota,22.2,62.06,2795.5,14
1245,2011,Rajasthan,Kota,16.72,38.41,2297.25,14
1246,2012,Rajasthan,Kota,12.3,33.1,2691.06,14
1247,2013,Rajasthan,Kota,17.18,40.85,2377.76,14
1248,2014,Rajasthan,Kota,33.61,93.7,2787.86,14
1249,2015,Rajasthan,Kota,36.14,93.68,2592.14,14
1250,2016,Rajasthan,Kota,41.19,111.89,2716.4,14
1251,2017,Rajasthan,Kota,39.05,108.62,2781.65,14
1252,2010,Rajasthan,Nagaur,0.0,0.0,0.0,14
1253,2011,Rajasthan,Nagaur,0.0,0.0,0.0,14
1254,2012,Rajasthan,Nagaur,0.0,0.0,0.0,14
1255,2013,Rajasthan,Nagaur,0.0,0.0,0.0,14
1256,2014,Rajasthan,Nagaur,0.0,0.0,0.0,14
1257,2015,Rajasthan,Nagaur,0.0,0.0,0.0,14
1258,2016,Rajasthan,Nagaur,0.0,0.0,0.0,14
1259,2017,Rajasthan,Nagaur,0.0,0.0,0.0,14
1260,2010,Rajasthan,Pali,0.0,0.0,0.0,14
1261,2011,Rajasthan,Pali,0.0,0.0,0.0,14
1262,2012,Rajasthan,Pali,0.0,0.0,0.0,14
1263,2013,Rajasthan,Pali,0.0,0.0,0.0,14
1264,2014,Rajasthan,Pali,0.0,0.0,0.0,14
1265,2015,Rajasthan,Pali,0.0,0.0,0.0,14
1266,2016,Rajasthan,Pali,0.0,0.0,0.0,14
1267,2017,Rajasthan,Pali,0.0,0.0,0.0,14
1268,2010,Rajasthan,Swami Madhopur,2.48,3.55,1431.45,14
1269,2011,Rajasthan,Swami Madhopur,2.09,2.95,1411.48,14
1270,2012,Rajasthan,Swami Madhopur,2.21,3.31,1497.74,14
1271,2013,Rajasthan,Swami Madhopur,2.37,3.6,1518.99,14
1272,2014,Rajasthan,Swami Madhopur,2.87,4.46,1554.01,14
1273,2015,Rajasthan,Swami Madhopur,3.91,6.69,1711.0,14
1274,2016,Rajasthan,Swami Madhopur,3.5,6.51,1859.1,14
1275,2017,Rajasthan,Swami Madhopur,2.87,5.1,1773.14,14
1276,2010,Rajasthan,Sikar,0.0,0.0,0.0,14
1277,2011,Rajasthan,Sikar,0.0,0.0,0.0,14
1278,2012,Rajasthan,Sikar,0.0,0.0,0.0,14
1279,2013,Rajasthan,Sikar,0.0,0.0,0.0,14
1280,2014,Rajasthan,Sikar,0.0,0.0,0.0,14
1281,2015,Rajasthan,Sikar,0.0,0.0,0.0,14
1282,2016,Rajasthan,Sikar,0.0,0.0,0.0,14
1283,2017,Rajasthan,Sikar,0.0,0.0,0.0,14
1284,2010,Rajasthan,Sirohi,0.0,0.0,0.0,14
1285,2011,Rajasthan,Sirohi,0.0,0.0,0.0,14
1286,2012,Rajasthan,Sirohi,0.0,0.0,0.0,14
1287,2013,Rajasthan,Sirohi,0.0,0.0,0.0,14
1288,2014,Rajasthan,Sirohi,0.0,0.0,0.0,14
1289,2015,Rajasthan,Sirohi,0.01,0.01,1000.0,14
1290,2016,Rajasthan,Sirohi,0.0,0.0,2500.0,14
1291,2017,Rajasthan,Sirohi,0.0,0.0,0.0,14
1292,2010,Rajasthan,Tonk,0.0,0.0,0.0,14
1293,2011,Rajasthan,Tonk,0.0,0.0,0.0,14
1294,2012,Rajasthan,Tonk,0.0,0.0,0.0,14
1295,2013,Rajasthan,Tonk,0.0,0.0,0.0,14
1296,2014,Rajasthan,Tonk,0.01,0.01,1000.0,14
1297,2015,Rajasthan,Tonk,0.01,0.01,1000.0,14
1298,2016,Rajasthan,Tonk,0.0,0.0,2000.0,14
1299,2017,Rajasthan,Tonk,0.0,0.0,2500.0,14
1300,2010,Rajasthan,Udaipur,5.42,6.35,1172.07,14
1301,2011,Rajasthan,Udaipur,5.9,6.55,1110.24,14
1302,2012,Rajasthan,Udaipur,5.14,5.64,1097.17,14
1303,2013,Rajasthan,Udaipur,5.29,6.49,1226.4,14
1304,2014,Rajasthan,Udaipur,5.27,6.1,1158.6,14
1305,2015,Rajasthan,Udaipur,5.18,5.3,1023.02,14
1306,2016,Rajasthan,Udaipur,5.17,6.19,1197.52,14
1307,2017,Rajasthan,Udaipur,5.51,6.68,1210.68,14
1308,2010,Punjab,Gurdaspur,204.0,705.0,3455.88,13
1309,2011,Punjab,Gurdaspur,174.39,649.0,3721.54,13
1310,2012,Punjab,Gurdaspur,201.0,618.0,3074.63,13
1311,2013,Punjab,Gurdaspur,202.0,585.0,2896.04,13
1312,2014,Punjab,Gurdaspur,202.0,524.0,2594.06,13
1313,2015,Punjab,Gurdaspur,203.0,588.0,2896.55,13
1314,2016,Punjab,Gurdaspur,203.0,634.0,3123.15,13
1315,2017,Punjab,Gurdaspur,204.0,729.0,3573.53,13
1316,2010,Punjab,Amritsar,358.0,1003.0,2801.68,13
1317,2011,Punjab,Amritsar,357.0,972.0,2722.69,13
1318,2012,Punjab,Amritsar,364.0,1143.0,3140.11,13
1319,2013,Punjab,Amritsar,359.0,1112.0,3097.49,13
1320,2014,Punjab,Amritsar,358.0,1045.0,2918.99,13
1321,2015,Punjab,Amritsar,359.0,1017.0,2832.87,13
1322,2016,Punjab,Amritsar,366.0,1188.0,3245.9,13
1323,2017,Punjab,Amritsar,362.0,1436.0,3966.85,13
1324,2010,Punjab,Kapurthala,118.0,459.0,3889.83,13
1325,2011,Punjab,Kapurthala,118.0,433.0,3669.49,13
1326,2012,Punjab,Kapurthala,117.0,445.0,3803.42,13
1327,2013,Punjab,Kapurthala,117.0,451.0,3854.7,13
1328,2014,Punjab,Kapurthala,117.0,439.0,3752.14,13
1329,2015,Punjab,Kapurthala,118.0,474.0,4016.95,13
1330,2016,Punjab,Kapurthala,118.0,483.0,4093.22,13
1331,2017,Punjab,Kapurthala,118.0,513.0,4347.46,13
1332,2010,Punjab,Jalandhar,198.38,728.91,3674.31,13
1333,2011,Punjab,Jalandhar,199.77,720.86,3608.45,13
1334,2012,Punjab,Jalandhar,199.77,768.96,3849.23,13
1335,2013,Punjab,Jalandhar,201.16,719.22,3575.36,13
1336,2014,Punjab,Jalandhar,201.77,753.86,3736.23,13
1337,2015,Punjab,Jalandhar,203.99,806.72,3954.7,13
1338,2016,Punjab,Jalandhar,206.6,857.6,4151.02,13
1339,2017,Punjab,Jalandhar,207.6,887.02,4272.74,13
1340,2010,Punjab,Hoshiarpur,95.62,351.09,3671.72,13
1341,2011,Punjab,Hoshiarpur,96.23,357.14,3711.32,13
1342,2012,Punjab,Hoshiarpur,92.23,344.04,3730.24,13
1343,2013,Punjab,Hoshiarpur,91.84,330.78,3601.7,13
1344,2014,Punjab,Hoshiarpur,93.23,332.14,3562.59,13
1345,2015,Punjab,Hoshiarpur,95.01,353.28,3718.35,13
1346,2016,Punjab,Hoshiarpur,97.4,388.4,3987.68,13
1347,2017,Punjab,Hoshiarpur,98.4,401.98,4085.16,13
1348,2010,Punjab,Roopnagar / Ropar,56.5,210.5,3725.66,13
1349,2011,Punjab,Roopnagar / Ropar,54.0,186.5,3453.7,13
1350,2012,Punjab,Roopnagar / Ropar,53.5,203.5,3803.74,13
1351,2013,Punjab,Roopnagar / Ropar,50.5,175.5,3475.25,13
1352,2014,Punjab,Roopnagar / Ropar,50.5,176.0,3485.15,13
1353,2015,Punjab,Roopnagar / Ropar,51.5,219.0,4252.43,13
1354,2016,Punjab,Roopnagar / Ropar,53.5,228.0,4261.68,13
1355,2017,Punjab,Roopnagar / Ropar,55.5,224.0,4036.04,13
1356,2010,Punjab,Ludhiana,269.3,1185.35,4401.6,13
1357,2011,Punjab,Ludhiana,269.9,1148.6,4255.65,13
1358,2012,Punjab,Ludhiana,269.9,1226.6,4544.65,13
1359,2013,Punjab,Ludhiana,269.9,1189.65,4407.74,13
1360,2014,Punjab,Ludhiana,269.9,1175.1,4353.83,13
1361,2015,Punjab,Ludhiana,269.9,1238.6,4589.11,13
1362,2016,Punjab,Ludhiana,271.9,1307.75,4809.67,13
1363,2017,Punjab,Ludhiana,270.9,1283.25,4736.99,13
1364,2010,Punjab,Ferozpur,542.16,2127.64,3924.38,13
1365,2011,Punjab,Ferozpur,544.12,2047.84,3763.58,13
1366,2012,Punjab,Ferozpur,560.04,2321.66,4145.53,13
1367,2013,Punjab,Ferozpur,567.3,2328.1,4103.83,13
1368,2014,Punjab,Ferozpur,595.32,2325.0,3905.46,13
1369,2015,Punjab,Ferozpur,624.74,2489.98,3985.63,13
1370,2016,Punjab,Ferozpur,642.84,2649.42,4121.43,13
1371,2017,Punjab,Ferozpur,641.06,2726.58,4253.24,13
1372,2010,Punjab,Bhatinda,284.84,1165.36,4091.28,13
1373,2011,Punjab,Bhatinda,275.88,1108.16,4016.82,13
1374,2012,Punjab,Bhatinda,287.96,1223.34,4248.3,13
1375,2013,Punjab,Bhatinda,294.7,1280.9,4346.45,13
1376,2014,Punjab,Bhatinda,309.68,1280.0,4133.3,13
1377,2015,Punjab,Bhatinda,347.26,1497.02,4310.95,13
1378,2016,Punjab,Bhatinda,376.16,1646.58,4377.34,13
1379,2017,Punjab,Bhatinda,388.94,1783.42,4585.33,13
1380,2010,Punjab,Sangrur,383.56,1677.92,4374.6,13
1381,2011,Punjab,Sangrur,385.88,1676.12,4343.63,13
1382,2012,Punjab,Sangrur,388.88,1819.72,4679.39,13
1383,2013,Punjab,Sangrur,386.88,1818.08,4699.34,13
1384,2014,Punjab,Sangrur,385.88,1817.92,4711.1,13
1385,2015,Punjab,Sangrur,390.88,1875.72,4798.71,13
1386,2016,Punjab,Sangrur,396.88,1903.4,4795.91,13
1388,2010,Punjab,Patiala,315.64,1205.23,3818.37,13
1389,2011,Punjab,Patiala,316.22,1242.78,3930.11,13
1390,2012,Punjab,Patiala,314.72,1276.18,4054.97,13
1391,2013,Punjab,Patiala,310.72,1276.77,4109.07,13
1392,2014,Punjab,Patiala,310.72,1238.98,3987.45,13
1393,2015,Punjab,Patiala,311.72,1263.68,4053.89,13
1394,2016,Punjab,Patiala,313.72,1351.85,4309.1,13
1395,2017,Punjab,Patiala,314.72,1359.15,4318.6,13
1396,2010,Haryana,Hissar,208.82,687.24,3291.02,5
1397,2011,Haryana,Hissar,205.52,671.66,3268.02,5
1398,2012,Haryana,Hissar,207.57,730.4,3518.88,5
1399,2013,Haryana,Hissar,217.36,773.85,3560.22,5
1400,2014,Haryana,Hissar,243.91,822.3,3371.33,5
1401,2015,Haryana,Hissar,282.25,930.63,3297.18,5
1402,2016,Haryana,Hissar,289.75,1031.73,3560.75,5
1403,2017,Haryana,Hissar,305.38,1077.83,3529.46,5
1404,2010,Haryana,Gurgaon,54.0,140.0,2592.59,5
1405,2011,Haryana,Gurgaon,54.8,149.0,2718.98,5
1406,2012,Haryana,Gurgaon,49.23,134.0,2721.92,5
1407,2013,Haryana,Gurgaon,55.0,149.0,2709.09,5
1408,2014,Haryana,Gurgaon,57.0,159.0,2789.47,5
1409,2015,Haryana,Gurgaon,59.0,138.0,2338.98,5
1410,2016,Haryana,Gurgaon,62.1,166.0,2673.11,5
1411,2017,Haryana,Gurgaon,64.2,174.0,2710.28,5
1412,2010,Haryana,Jind,142.47,362.48,2544.33,5
1413,2011,Haryana,Jind,143.4,379.98,2649.75,5
1414,2012,Haryana,Jind,143.25,410.16,2863.19,5
1415,2013,Haryana,Jind,148.44,417.6,2813.26,5
1416,2014,Haryana,Jind,151.98,423.6,2787.21,5
1417,2015,Haryana,Jind,158.14,401.2,2536.96,5
1418,2016,Haryana,Jind,164.16,448.36,2731.24,5
1419,2017,Haryana,Jind,165.65,491.38,2966.34,5
1420,2010,Haryana,Mahendragarh / Narnaul,8.53,19.72,2312.93,5
1421,2011,Haryana,Mahendragarh / Narnaul,7.95,21.17,2664.23,5
1422,2012,Haryana,Mahendragarh / Narnaul,6.09,17.69,2903.38,5
1423,2013,Haryana,Mahendragarh / Narnaul,6.38,16.24,2545.45,5
1424,2014,Haryana,Mahendragarh / Narnaul,7.83,13.92,1777.78,5
1425,2015,Haryana,Mahendragarh / Narnaul,8.99,20.59,2290.32,5
1426,2016,Haryana,Mahendragarh / Narnaul,10.24,21.75,2124.65,5
1427,2017,Haryana,Mahendragarh / Narnaul,10.59,25.52,2410.96,5
1428,2010,Haryana,Ambala,165.6,556.0,3357.49,5
1429,2011,Haryana,Ambala,164.5,615.0,3738.6,5
1430,2012,Haryana,Ambala,162.13,645.0,3978.29,5
1431,2013,Haryana,Ambala,158.0,600.0,3797.47,5
1432,2014,Haryana,Ambala,163.0,596.0,3656.44,5
1433,2015,Haryana,Ambala,167.8,638.0,3802.15,5
1434,2016,Haryana,Ambala,167.3,645.0,3855.35,5
1435,2017,Haryana,Ambala,170.6,681.0,3991.79,5
1436,2010,Haryana,Karnal,499.53,1375.52,2753.61,5
1437,2011,Haryana,Karnal,492.5,1539.02,3124.93,5
1438,2012,Haryana,Karnal,489.8,1678.84,3427.62,5
1439,2013,Haryana,Karnal,484.56,1677.4,3461.7,5
1440,2014,Haryana,Karnal,489.02,1575.4,3221.55,5
1441,2015,Haryana,Karnal,488.46,1543.8,3160.56,5
1442,2016,Haryana,Karnal,498.94,1700.64,3408.51,5
1443,2017,Haryana,Karnal,508.45,1927.62,3791.18,5
1444,2010,Haryana,Rohtak,164.35,324.04,1971.63,5
1445,2011,Haryana,Rohtak,165.43,381.17,2304.13,5
1446,2012,Haryana,Rohtak,148.18,324.91,2192.65,5
1447,2013,Haryana,Rohtak,174.26,406.91,2335.07,5
1448,2014,Haryana,Rohtak,164.26,398.78,2427.74,5
1449,2015,Haryana,Rohtak,188.46,471.78,2503.34,5
1450,2016,Haryana,Rohtak,192.71,439.52,2280.71,5
1451,2017,Haryana,Rohtak,197.13,502.65,2549.79,5
1452,2010,Uttar Pradesh,Saharanpur,73.61,150.25,2041.16,17
1453,2011,Uttar Pradesh,Saharanpur,73.32,162.98,2222.86,17
1454,2012,Uttar Pradesh,Saharanpur,67.62,172.1,2545.1,17
1455,2013,Uttar Pradesh,Saharanpur,69.58,164.6,2365.62,17
1456,2014,Uttar Pradesh,Saharanpur,75.58,184.64,2442.97,17
1457,2015,Uttar Pradesh,Saharanpur,86.82,196.19,2259.73,17
1458,2016,Uttar Pradesh,Saharanpur,72.43,172.65,2383.63,17
1459,2017,Uttar Pradesh,Saharanpur,70.55,185.44,2628.49,17
1460,2010,Uttar Pradesh,Muzaffarnagar,36.0,80.52,2236.67,17
1461,2011,Uttar Pradesh,Muzaffarnagar,35.44,83.2,2347.63,17
1462,2012,Uttar Pradesh,Muzaffarnagar,35.44,90.35,2549.38,17
1463,2013,Uttar Pradesh,Muzaffarnagar,30.84,78.09,2532.1,17
1464,2014,Uttar Pradesh,Muzaffarnagar,33.7,86.62,2570.33,17
1465,2015,Uttar Pradesh,Muzaffarnagar,34.15,86.71,2539.09,17
1466,2016,Uttar Pradesh,Muzaffarnagar,32.18,83.84,2605.58,17
1467,2017,Uttar Pradesh,Muzaffarnagar,32.93,93.32,2833.89,17
1468,2010,Uttar Pradesh,Meerut,65.39,150.13,2295.87,17
1469,2011,Uttar Pradesh,Meerut,65.75,167.52,2547.97,17
1470,2012,Uttar Pradesh,Meerut,49.51,144.26,2913.95,17
1471,2013,Uttar Pradesh,Meerut,56.25,155.75,2769.01,17
1472,2014,Uttar Pradesh,Meerut,60.99,173.28,2841.15,17
1473,2015,Uttar Pradesh,Meerut,68.4,188.14,2750.77,17
1474,2016,Uttar Pradesh,Meerut,55.67,142.49,2559.65,17
1475,2017,Uttar Pradesh,Meerut,52.41,145.29,2772.12,17
1476,2010,Uttar Pradesh,Buland Shahar,86.59,196.54,2269.81,17
1477,2011,Uttar Pradesh,Buland Shahar,99.69,239.59,2403.27,17
1478,2012,Uttar Pradesh,Buland Shahar,21.19,58.04,2738.59,17
1479,2013,Uttar Pradesh,Buland Shahar,105.21,277.84,2640.75,17
1480,2014,Uttar Pradesh,Buland Shahar,119.04,308.09,2588.11,17
1481,2015,Uttar Pradesh,Buland Shahar,116.05,311.97,2688.13,17
1482,2016,Uttar Pradesh,Buland Shahar,93.81,236.88,2525.21,17
1483,2017,Uttar Pradesh,Buland Shahar,102.1,304.58,2983.12,17
1484,2010,Uttar Pradesh,Aligarh,81.9,162.33,1982.05,17
1485,2011,Uttar Pradesh,Aligarh,106.14,229.88,2165.82,17
1486,2012,Uttar Pradesh,Aligarh,39.59,96.75,2443.8,17
1487,2013,Uttar Pradesh,Aligarh,110.75,250.83,2264.83,17
1488,2014,Uttar Pradesh,Aligarh,119.89,258.96,2159.98,17
1489,2015,Uttar Pradesh,Aligarh,113.81,257.09,2258.94,17
1490,2016,Uttar Pradesh,Aligarh,101.27,248.94,2458.22,17
1491,2017,Uttar Pradesh,Aligarh,107.56,278.09,2585.37,17
1492,2010,Uttar Pradesh,Mathura,42.27,90.07,2130.83,17
1493,2011,Uttar Pradesh,Mathura,48.02,108.63,2262.18,17
1494,2012,Uttar Pradesh,Mathura,19.3,54.73,2835.75,17
1495,2013,Uttar Pradesh,Mathura,52.65,126.58,2404.18,17
1496,2014,Uttar Pradesh,Mathura,49.4,114.76,2323.08,17
1497,2015,Uttar Pradesh,Mathura,48.72,108.36,2224.14,17
1498,2016,Uttar Pradesh,Mathura,47.92,110.88,2313.99,17
1499,2017,Uttar Pradesh,Mathura,46.13,83.54,1811.0,17
1500,2010,Uttar Pradesh,Agra,11.41,28.01,2453.39,17
1501,2011,Uttar Pradesh,Agra,12.25,33.03,2695.22,17
1502,2012,Uttar Pradesh,Agra,10.15,27.68,2726.38,17
1503,2013,Uttar Pradesh,Agra,16.03,42.66,2660.53,17
1504,2014,Uttar Pradesh,Agra,18.09,43.48,2403.74,17
1505,2015,Uttar Pradesh,Agra,17.4,41.72,2397.9,17
1506,2016,Uttar Pradesh,Agra,13.08,34.16,2611.16,17
1507,2017,Uttar Pradesh,Agra,12.91,34.08,2638.98,17
1508,2010,Uttar Pradesh,Mainpuri,77.41,189.67,2450.29,17
1509,2011,Uttar Pradesh,Mainpuri,76.91,198.63,2582.8,17
1510,2012,Uttar Pradesh,Mainpuri,72.72,194.12,2669.52,17
1511,2013,Uttar Pradesh,Mainpuri,79.43,211.23,2659.47,17
1512,2014,Uttar Pradesh,Mainpuri,88.63,228.38,2576.74,17
1513,2015,Uttar Pradesh,Mainpuri,88.43,229.4,2594.1,17
1514,2016,Uttar Pradesh,Mainpuri,78.27,197.92,2528.67,17
1515,2017,Uttar Pradesh,Mainpuri,76.61,226.59,2957.82,17
1516,2010,Uttar Pradesh,Etah,35.85,76.18,2124.97,17
1517,2011,Uttar Pradesh,Etah,34.46,87.99,2553.4,17
1518,2012,Uttar Pradesh,Etah,20.83,56.04,2690.35,17
1519,2013,Uttar Pradesh,Etah,36.32,82.98,2284.69,17
1520,2014,Uttar Pradesh,Etah,37.39,86.02,2300.62,17
1521,2015,Uttar Pradesh,Etah,47.21,79.57,1685.45,17
1522,2016,Uttar Pradesh,Etah,32.5,76.61,2356.95,17
1523,2017,Uttar Pradesh,Etah,28.79,71.3,2476.44,17
1524,2010,Uttar Pradesh,Bareilly,165.69,273.45,1650.37,17
1525,2011,Uttar Pradesh,Bareilly,162.32,407.37,2509.67,17
1526,2012,Uttar Pradesh,Bareilly,83.83,191.38,2282.95,17
1527,2013,Uttar Pradesh,Bareilly,162.92,366.56,2249.94,17
1528,2014,Uttar Pradesh,Bareilly,163.95,337.57,2058.98,17
1529,2015,Uttar Pradesh,Bareilly,158.63,327.41,2063.99,17
1530,2016,Uttar Pradesh,Bareilly,160.28,358.38,2236.0,17
1531,2017,Uttar Pradesh,Bareilly,145.23,357.42,2460.99,17
1532,2010,Uttar Pradesh,Budaun,76.87,144.91,1885.13,17
1533,2011,Uttar Pradesh,Budaun,94.4,203.28,2153.34,17
1534,2012,Uttar Pradesh,Budaun,63.44,119.9,1889.91,17
1535,2013,Uttar Pradesh,Budaun,95.23,211.3,2218.83,17
1536,2014,Uttar Pradesh,Budaun,94.6,196.03,2072.08,17
1537,2015,Uttar Pradesh,Budaun,79.57,152.86,1920.98,17
1538,2016,Uttar Pradesh,Budaun,84.13,179.89,2138.13,17
1539,2017,Uttar Pradesh,Budaun,88.35,188.48,2133.41,17
1540,2010,Uttar Pradesh,Moradabad,158.55,288.11,1817.16,17
1541,2011,Uttar Pradesh,Moradabad,141.48,293.56,2074.95,17
1542,2012,Uttar Pradesh,Moradabad,135.89,311.32,2291.01,17
1543,2013,Uttar Pradesh,Moradabad,148.26,324.39,2187.98,17
1544,2014,Uttar Pradesh,Moradabad,133.38,316.45,2372.63,17
1545,2015,Uttar Pradesh,Moradabad,139.57,323.42,2317.32,17
1546,2016,Uttar Pradesh,Moradabad,143.02,320.77,2242.87,17
1547,2017,Uttar Pradesh,Moradabad,140.63,327.24,2326.88,17
1548,2010,Uttar Pradesh,Shahjahanpur,201.47,430.75,2138.04,17
1549,2011,Uttar Pradesh,Shahjahanpur,213.18,555.12,2604.0,17
1550,2012,Uttar Pradesh,Shahjahanpur,161.54,447.63,2771.02,17
1551,2013,Uttar Pradesh,Shahjahanpur,198.11,531.71,2683.91,17
1552,2014,Uttar Pradesh,Shahjahanpur,209.33,587.16,2804.95,17
1553,2015,Uttar Pradesh,Shahjahanpur,155.99,491.22,3149.05,17
1554,2016,Uttar Pradesh,Shahjahanpur,210.85,627.06,2974.0,17
1555,2017,Uttar Pradesh,Shahjahanpur,210.76,686.88,3259.0,17
1556,2010,Uttar Pradesh,Pilibhit,162.79,404.65,2485.72,17
1557,2011,Uttar Pradesh,Pilibhit,155.15,435.51,2807.03,17
1558,2012,Uttar Pradesh,Pilibhit,51.51,130.02,2524.17,17
1559,2013,Uttar Pradesh,Pilibhit,135.91,380.14,2797.0,17
1560,2014,Uttar Pradesh,Pilibhit,128.99,338.73,2626.02,17
1561,2015,Uttar Pradesh,Pilibhit,145.07,436.66,3010.0,17
1562,2016,Uttar Pradesh,Pilibhit,153.58,481.01,3132.0,17
1563,2017,Uttar Pradesh,Pilibhit,140.74,461.08,3276.0,17
1564,2010,Uttar Pradesh,Rampur,144.8,278.28,1921.82,17
1565,2011,Uttar Pradesh,Rampur,144.99,316.84,2185.25,17
1566,2012,Uttar Pradesh,Rampur,137.54,312.63,2273.01,17
1567,2013,Uttar Pradesh,Rampur,136.97,306.95,2241.0,17
1568,2014,Uttar Pradesh,Rampur,132.69,299.88,2260.0,17
1569,2015,Uttar Pradesh,Rampur,129.98,293.74,2259.89,17
1570,2016,Uttar Pradesh,Rampur,148.54,362.45,2440.0,17
1571,2017,Uttar Pradesh,Rampur,138.67,328.51,2369.0,17
1572,2010,Uttar Pradesh,Bijnor,59.18,132.72,2242.65,17
1573,2011,Uttar Pradesh,Bijnor,57.9,138.66,2394.82,17
1574,2012,Uttar Pradesh,Bijnor,16.12,44.27,2746.28,17
1575,2013,Uttar Pradesh,Bijnor,52.94,123.3,2329.05,17
1576,2014,Uttar Pradesh,Bijnor,54.81,143.38,2615.95,17
1577,2015,Uttar Pradesh,Bijnor,51.35,133.0,2590.07,17
1578,2016,Uttar Pradesh,Bijnor,53.39,134.92,2527.0,17
1579,2017,Uttar Pradesh,Bijnor,50.88,127.77,2511.02,17
1580,2010,Uttar Pradesh,Farrukhabad,30.14,66.79,2215.99,17
1581,2011,Uttar Pradesh,Farrukhabad,31.11,81.74,2627.45,17
1582,2012,Uttar Pradesh,Farrukhabad,32.56,94.73,2909.4,17
1583,2013,Uttar Pradesh,Farrukhabad,37.91,107.37,2832.23,17
1584,2014,Uttar Pradesh,Farrukhabad,33.91,85.57,2523.44,17
1585,2015,Uttar Pradesh,Farrukhabad,41.55,96.52,2322.98,17
1586,2016,Uttar Pradesh,Farrukhabad,37.59,99.89,2657.33,17
1587,2017,Uttar Pradesh,Farrukhabad,34.62,108.09,3122.12,17
1588,2010,Uttar Pradesh,Etawah,92.75,242.45,2614.02,17
1589,2011,Uttar Pradesh,Etawah,97.45,272.9,2800.41,17
1590,2012,Uttar Pradesh,Etawah,101.82,310.05,3045.08,17
1591,2013,Uttar Pradesh,Etawah,111.84,345.67,3090.75,17
1592,2014,Uttar Pradesh,Etawah,108.55,312.43,2878.21,17
1593,2015,Uttar Pradesh,Etawah,107.19,283.25,2642.5,17
1594,2016,Uttar Pradesh,Etawah,102.76,297.58,2895.75,17
1595,2017,Uttar Pradesh,Etawah,101.35,295.3,2913.67,17
1596,2010,Uttar Pradesh,Kanpur,73.48,169.59,2307.98,17
1597,2011,Uttar Pradesh,Kanpur,74.54,200.68,2692.25,17
1598,2012,Uttar Pradesh,Kanpur,71.56,194.06,2711.85,17
1599,2013,Uttar Pradesh,Kanpur,75.03,198.24,2642.14,17
1600,2014,Uttar Pradesh,Kanpur,67.39,161.97,2403.47,17
1601,2015,Uttar Pradesh,Kanpur,69.58,172.09,2473.27,17
1602,2016,Uttar Pradesh,Kanpur,77.92,238.75,3064.24,17
1603,2017,Uttar Pradesh,Kanpur,73.99,221.22,2990.0,17
1604,2010,Uttar Pradesh,Fatehpur,71.47,150.61,2107.32,17
1605,2011,Uttar Pradesh,Fatehpur,79.78,186.54,2338.18,17
1606,2012,Uttar Pradesh,Fatehpur,77.16,189.52,2456.19,17
1607,2013,Uttar Pradesh,Fatehpur,86.46,225.23,2605.02,17
1608,2014,Uttar Pradesh,Fatehpur,80.7,157.05,1946.1,17
1609,2015,Uttar Pradesh,Fatehpur,81.95,167.75,2046.98,17
1610,2016,Uttar Pradesh,Fatehpur,86.79,215.67,2485.0,17
1611,2017,Uttar Pradesh,Fatehpur,82.06,216.65,2640.0,17
1612,2010,Uttar Pradesh,Allahabad,189.33,427.16,2256.17,17
1613,2011,Uttar Pradesh,Allahabad,191.54,483.78,2525.74,17
1614,2012,Uttar Pradesh,Allahabad,195.08,527.66,2704.84,17
1615,2013,Uttar Pradesh,Allahabad,210.42,533.42,2535.03,17
1616,2014,Uttar Pradesh,Allahabad,192.64,407.27,2114.15,17
1617,2015,Uttar Pradesh,Allahabad,192.54,366.11,1901.47,17
1618,2016,Uttar Pradesh,Allahabad,211.76,565.56,2670.84,17
1619,2017,Uttar Pradesh,Allahabad,215.88,575.93,2667.89,17
1620,2010,Uttar Pradesh,Jhansi,8.13,15.79,1942.19,17
1621,2011,Uttar Pradesh,Jhansi,14.28,26.26,1838.94,17
1622,2012,Uttar Pradesh,Jhansi,11.36,21.32,1876.76,17
1623,2013,Uttar Pradesh,Jhansi,12.1,21.87,1807.44,17
1624,2014,Uttar Pradesh,Jhansi,10.55,18.45,1748.82,17
